"dim_customers_key";"customer_id";"first_name";"last_name";"email";"active";"create_date";"address";"district";"city";"country";"postal_code";"phone"
612;13;"KAREN";"JACKSON";"KAREN.JACKSON@sakilacustomer.org";1;"2006-02-14 22:04:36";"270 Amroha Parkway";"Osmaniye";"Osmaniye";"Turkey";"29610";"695479687538"
613;14;"BETTY";"WHITE";"BETTY.WHITE@sakilacustomer.org";1;"2006-02-14 22:04:36";"770 Bydgoszcz Avenue";"California";"Citrus Heights";"United States";"16266";"517338314235"
614;15;"HELEN";"HARRIS";"HELEN.HARRIS@sakilacustomer.org";1;"2006-02-14 22:04:36";"419 Iligan Lane";"Madhya Pradesh";"Bhopal";"India";"72878";"990911107354"
615;16;"SANDRA";"MARTIN";"SANDRA.MARTIN@sakilacustomer.org";0;"2006-02-14 22:04:36";"360 Toulouse Parkway";"England";"Southend-on-Sea";"United Kingdom";"54308";"949312333307"
616;17;"DONNA";"THOMPSON";"DONNA.THOMPSON@sakilacustomer.org";1;"2006-02-14 22:04:36";"270 Toulon Boulevard";"Kalmykia";"Elista";"Russian Federation";"81766";"407752414682"
617;18;"CAROL";"GARCIA";"CAROL.GARCIA@sakilacustomer.org";1;"2006-02-14 22:04:36";"320 Brest Avenue";"Kaduna";"Kaduna";"Nigeria";"43331";"747791594069"
618;19;"RUTH";"MARTINEZ";"RUTH.MARTINEZ@sakilacustomer.org";1;"2006-02-14 22:04:36";"1417 Lancaster Avenue";"Northern Cape";"Kimberley";"South Africa";"72192";"272572357893"
619;20;"SHARON";"ROBINSON";"SHARON.ROBINSON@sakilacustomer.org";1;"2006-02-14 22:04:36";"1688 Okara Way";"Nothwest Border Prov";"Mardan";"Pakistan";"21954";"144453869132"
620;21;"MICHELLE";"CLARK";"MICHELLE.CLARK@sakilacustomer.org";1;"2006-02-14 22:04:36";"262 A Corua (La Corua) Parkway";"Dhaka";"Tangail";"Bangladesh";"34418";"892775750063"
621;22;"LAURA";"RODRIGUEZ";"LAURA.RODRIGUEZ@sakilacustomer.org";1;"2006-02-14 22:04:36";"28 Charlotte Amalie Street";"Rabat-Sal-Zammour-Z";"Sal";"Morocco";"37551";"161968374323"
622;23;"SARAH";"LEWIS";"SARAH.LEWIS@sakilacustomer.org";1;"2006-02-14 22:04:36";"1780 Hino Boulevard";"Liepaja";"Liepaja";"Latvia";"7716";"902731229323"
623;24;"KIMBERLY";"LEE";"KIMBERLY.LEE@sakilacustomer.org";1;"2006-02-14 22:04:36";"96 Tafuna Way";"Crdoba";"Crdoba";"Argentina";"99865";"934730187245"
624;25;"DEBORAH";"WALKER";"DEBORAH.WALKER@sakilacustomer.org";1;"2006-02-14 22:04:36";"934 San Felipe de Puerto Plata Street";"Sind";"Shikarpur";"Pakistan";"99780";"196495945706"
625;26;"JESSICA";"HALL";"JESSICA.HALL@sakilacustomer.org";1;"2006-02-14 22:04:36";"18 Duisburg Boulevard";"";"Citt del Vaticano";"Holy See (Vatican City State)";"58327";"998009777982"
626;27;"SHIRLEY";"ALLEN";"SHIRLEY.ALLEN@sakilacustomer.org";1;"2006-02-14 22:04:36";"217 Botshabelo Place";"Southern Mindanao";"Davao";"Philippines";"49521";"665356572025"
627;28;"CYNTHIA";"YOUNG";"CYNTHIA.YOUNG@sakilacustomer.org";1;"2006-02-14 22:04:36";"1425 Shikarpur Manor";"Bihar";"Munger (Monghyr)";"India";"65599";"678220867005"
628;29;"ANGELA";"HERNANDEZ";"ANGELA.HERNANDEZ@sakilacustomer.org";1;"2006-02-14 22:04:36";"786 Aurora Avenue";"Yamaguchi";"Shimonoseki";"Japan";"65750";"18461860151"
629;30;"MELISSA";"KING";"MELISSA.KING@sakilacustomer.org";1;"2006-02-14 22:04:36";"1668 Anpolis Street";"Taipei";"Lungtan";"Taiwan";"50199";"525255540978"
630;31;"BRENDA";"WRIGHT";"BRENDA.WRIGHT@sakilacustomer.org";1;"2006-02-14 22:04:36";"33 Gorontalo Way";"West Bengali";"Kamarhati";"India";"30348";"745994947458"
631;32;"AMY";"LOPEZ";"AMY.LOPEZ@sakilacustomer.org";1;"2006-02-14 22:04:36";"176 Mandaluyong Place";"Uttar Pradesh";"Jhansi";"India";"65213";"627705991774"
632;33;"ANNA";"HILL";"ANNA.HILL@sakilacustomer.org";1;"2006-02-14 22:04:36";"127 Purnea (Purnia) Manor";"Piemonte";"Alessandria";"Italy";"79388";"911872220378"
633;34;"REBECCA";"SCOTT";"REBECCA.SCOTT@sakilacustomer.org";1;"2006-02-14 22:04:36";"61 Tama Street";"Okayama";"Kurashiki";"Japan";"94065";"708403338270"
634;35;"VIRGINIA";"GREEN";"VIRGINIA.GREEN@sakilacustomer.org";1;"2006-02-14 22:04:36";"391 Callao Drive";"Midi-Pyrnes";"Toulouse";"France";"34021";"440512153169"
635;36;"KATHLEEN";"ADAMS";"KATHLEEN.ADAMS@sakilacustomer.org";1;"2006-02-14 22:04:36";"334 Munger (Monghyr) Lane";"Markazi";"Arak";"Iran";"38145";"481183273622"
636;37;"PAMELA";"BAKER";"PAMELA.BAKER@sakilacustomer.org";1;"2006-02-14 22:04:36";"1440 Fukuyama Loop";"Henan";"Nanyang";"China";"47929";"912257250465"
637;38;"MARTHA";"GONZALEZ";"MARTHA.GONZALEZ@sakilacustomer.org";1;"2006-02-14 22:04:36";"269 Cam Ranh Parkway";"Chisinau";"Chisinau";"Moldova";"34689";"489783829737"
638;39;"DEBRA";"NELSON";"DEBRA.NELSON@sakilacustomer.org";1;"2006-02-14 22:04:36";"306 Antofagasta Place";"Esprito Santo";"Vila Velha";"Brazil";"3989";"378318851631"
639;40;"AMANDA";"CARTER";"AMANDA.CARTER@sakilacustomer.org";1;"2006-02-14 22:04:36";"671 Graz Street";"Oriental";"Nador";"Morocco";"94399";"680768868518"
640;41;"STEPHANIE";"MITCHELL";"STEPHANIE.MITCHELL@sakilacustomer.org";1;"2006-02-14 22:04:36";"42 Brindisi Place";"Yerevan";"Yerevan";"Armenia";"16744";"42384721397"
641;42;"CAROLYN";"PEREZ";"CAROLYN.PEREZ@sakilacustomer.org";1;"2006-02-14 22:04:36";"1632 Bislig Avenue";"Nonthaburi";"Pak Kret";"Thailand";"61117";"471675840679"
642;43;"CHRISTINE";"ROBERTS";"CHRISTINE.ROBERTS@sakilacustomer.org";1;"2006-02-14 22:04:36";"1447 Imus Way";"Tahiti";"Faaa";"French Polynesia";"48942";"539758313890"
643;44;"MARIE";"TURNER";"MARIE.TURNER@sakilacustomer.org";1;"2006-02-14 22:04:36";"1998 Halifax Drive";"Lipetsk";"Lipetsk";"Russian Federation";"76022";"177727722820"
644;45;"JANET";"PHILLIPS";"JANET.PHILLIPS@sakilacustomer.org";1;"2006-02-14 22:04:36";"1718 Valencia Street";"Antofagasta";"Antofagasta";"Chile";"37359";"675292816413"
645;46;"CATHERINE";"CAMPBELL";"CATHERINE.CAMPBELL@sakilacustomer.org";1;"2006-02-14 22:04:36";"46 Pjatigorsk Lane";"Moscow (City)";"Moscow";"Russian Federation";"23616";"262076994845"
646;47;"FRANCES";"PARKER";"FRANCES.PARKER@sakilacustomer.org";1;"2006-02-14 22:04:36";"686 Garland Manor";"Cear";"Juazeiro do Norte";"Brazil";"52535";"69493378813"
647;48;"ANN";"EVANS";"ANN.EVANS@sakilacustomer.org";1;"2006-02-14 22:04:36";"909 Garland Manor";"Tatarstan";"Niznekamsk";"Russian Federation";"69367";"705800322606"
648;49;"JOYCE";"EDWARDS";"JOYCE.EDWARDS@sakilacustomer.org";1;"2006-02-14 22:04:36";"725 Isesaki Place";"Mekka";"Jedda";"Saudi Arabia";"74428";"876295323994"
649;50;"DIANE";"COLLINS";"DIANE.COLLINS@sakilacustomer.org";1;"2006-02-14 22:04:36";"115 Hidalgo Parkway";"Khartum";"Omdurman";"Sudan";"80168";"307703950263"
650;51;"ALICE";"STEWART";"ALICE.STEWART@sakilacustomer.org";1;"2006-02-14 22:04:36";"1135 Izumisano Parkway";"California";"Fontana";"United States";"48150";"171822533480"
651;52;"JULIE";"SANCHEZ";"JULIE.SANCHEZ@sakilacustomer.org";1;"2006-02-14 22:04:36";"939 Probolinggo Loop";"Galicia";"A Corua (La Corua)";"Spain";"4166";"680428310138"
652;53;"HEATHER";"MORRIS";"HEATHER.MORRIS@sakilacustomer.org";1;"2006-02-14 22:04:36";"17 Kabul Boulevard";"Chiba";"Nagareyama";"Japan";"38594";"697760867968"
653;54;"TERESA";"ROGERS";"TERESA.ROGERS@sakilacustomer.org";1;"2006-02-14 22:04:36";"1964 Allappuzha (Alleppey) Street";"Yamaguchi";"Iwakuni";"Japan";"48980";"920811325222"
654;55;"DORIS";"REED";"DORIS.REED@sakilacustomer.org";1;"2006-02-14 22:04:36";"1697 Kowloon and New Kowloon Loop";"Moskova";"Balaiha";"Russian Federation";"57807";"499352017190"
655;56;"GLORIA";"COOK";"GLORIA.COOK@sakilacustomer.org";1;"2006-02-14 22:04:36";"1668 Saint Louis Place";"Tahiti";"Papeete";"French Polynesia";"39072";"347487831378"
656;57;"EVELYN";"MORGAN";"EVELYN.MORGAN@sakilacustomer.org";1;"2006-02-14 22:04:36";"943 Tokat Street";"Vaduz";"Vaduz";"Liechtenstein";"45428";"889318963672"
657;58;"JEAN";"BELL";"JEAN.BELL@sakilacustomer.org";1;"2006-02-14 22:04:36";"1114 Liepaja Street";"Sarawak";"Kuching";"Malaysia";"69226";"212869228936"
658;59;"CHERYL";"MURPHY";"CHERYL.MURPHY@sakilacustomer.org";1;"2006-02-14 22:04:36";"1213 Ranchi Parkway";"Karnataka";"Mysore";"India";"94352";"800024380485"
659;60;"MILDRED";"BAILEY";"MILDRED.BAILEY@sakilacustomer.org";1;"2006-02-14 22:04:36";"81 Hodeida Way";"Rajasthan";"Jaipur";"India";"55561";"250767749542"
660;61;"KATHERINE";"RIVERA";"KATHERINE.RIVERA@sakilacustomer.org";1;"2006-02-14 22:04:36";"915 Ponce Place";"Basel-Stadt";"Basel";"Switzerland";"83980";"1395251317"
661;62;"JOAN";"COOPER";"JOAN.COOPER@sakilacustomer.org";1;"2006-02-14 22:04:36";"1717 Guadalajara Lane";"Missouri";"Saint Louis";"United States";"85505";"914090181665"
662;63;"ASHLEY";"RICHARDSON";"ASHLEY.RICHARDSON@sakilacustomer.org";1;"2006-02-14 22:04:36";"1214 Hanoi Way";"Nebraska";"Lincoln";"United States";"67055";"491001136577"
663;64;"JUDITH";"COX";"JUDITH.COX@sakilacustomer.org";0;"2006-02-14 22:04:36";"1966 Amroha Avenue";"Sichuan";"Daxian";"China";"70385";"333489324603"
664;65;"ROSE";"HOWARD";"ROSE.HOWARD@sakilacustomer.org";1;"2006-02-14 22:04:36";"698 Otsu Street";"Cayenne";"Cayenne";"French Guiana";"71110";"409983924481"
665;66;"JANICE";"WARD";"JANICE.WARD@sakilacustomer.org";1;"2006-02-14 22:04:36";"1150 Kimchon Manor";"Skne ln";"Malm";"Sweden";"96109";"663449333709"
666;67;"KELLY";"TORRES";"KELLY.TORRES@sakilacustomer.org";1;"2006-02-14 22:04:36";"1586 Guaruj Place";"Hunan";"Xiangtan";"China";"5135";"947233365992"
667;68;"NICOLE";"PETERSON";"NICOLE.PETERSON@sakilacustomer.org";1;"2006-02-14 22:04:36";"57 Arlington Manor";"Madhya Pradesh";"Shivapuri";"India";"48960";"990214419142"
668;69;"JUDY";"GRAY";"JUDY.GRAY@sakilacustomer.org";1;"2006-02-14 22:04:36";"1031 Daugavpils Parkway";"Bchar";"Bchar";"Algeria";"59025";"107137400143"
669;70;"CHRISTINA";"RAMIREZ";"CHRISTINA.RAMIREZ@sakilacustomer.org";1;"2006-02-14 22:04:36";"1124 Buenaventura Drive";"Mekka";"al-Hawiya";"Saudi Arabia";"6856";"407733804223"
670;71;"KATHY";"JAMES";"KATHY.JAMES@sakilacustomer.org";1;"2006-02-14 22:04:36";"492 Cam Ranh Street";"Eastern Visayas";"Baybay";"Philippines";"50805";"565018274456"
671;72;"THERESA";"WATSON";"THERESA.WATSON@sakilacustomer.org";1;"2006-02-14 22:04:36";"89 Allappuzha (Alleppey) Manor";"National Capital Reg";"Taguig";"Philippines";"75444";"255800440636"
672;73;"BEVERLY";"BROOKS";"BEVERLY.BROOKS@sakilacustomer.org";1;"2006-02-14 22:04:36";"1947 Poos de Caldas Boulevard";"Chiayi";"Chiayi";"Taiwan";"60951";"427454485876"
673;74;"DENISE";"KELLY";"DENISE.KELLY@sakilacustomer.org";1;"2006-02-14 22:04:36";"1206 Dos Quebradas Place";"So Paulo";"Rio Claro";"Brazil";"20207";"241832790687"
674;75;"TAMMY";"SANDERS";"TAMMY.SANDERS@sakilacustomer.org";1;"2006-02-14 22:04:36";"1551 Rampur Lane";"Changhwa";"Changhwa";"Taiwan";"72394";"251164340471"
675;76;"IRENE";"PRICE";"IRENE.PRICE@sakilacustomer.org";1;"2006-02-14 22:04:36";"602 Paarl Street";"Pavlodar";"Pavlodar";"Kazakstan";"98889";"896314772871"
676;77;"JANE";"BENNETT";"JANE.BENNETT@sakilacustomer.org";1;"2006-02-14 22:04:36";"1692 Ede Loop";"So Paulo";"Araatuba";"Brazil";"9223";"918711376618"
677;78;"LORI";"WOOD";"LORI.WOOD@sakilacustomer.org";1;"2006-02-14 22:04:36";"936 Salzburg Lane";"Uttar Pradesh";"Rae Bareli";"India";"96709";"875756771675"
678;79;"RACHEL";"BARNES";"RACHEL.BARNES@sakilacustomer.org";1;"2006-02-14 22:04:36";"586 Tete Way";"Kanagawa";"Kamakura";"Japan";"1079";"18581624103"
679;80;"MARILYN";"ROSS";"MARILYN.ROSS@sakilacustomer.org";1;"2006-02-14 22:04:36";"1888 Kabul Drive";"Oyo & Osun";"Ife";"Nigeria";"20936";"701457319790"
680;81;"ANDREA";"HENDERSON";"ANDREA.HENDERSON@sakilacustomer.org";1;"2006-02-14 22:04:36";"320 Baiyin Parkway";"Mahajanga";"Mahajanga";"Madagascar";"37307";"223664661973"
681;82;"KATHRYN";"COLEMAN";"KATHRYN.COLEMAN@sakilacustomer.org";1;"2006-02-14 22:04:36";"927 Baha Blanca Parkway";"Krim";"Simferopol";"Ukraine";"9495";"821972242086"
682;83;"LOUISE";"JENKINS";"LOUISE.JENKINS@sakilacustomer.org";1;"2006-02-14 22:04:36";"929 Tallahassee Loop";"Gauteng";"Springs";"South Africa";"74671";"800716535041"
683;84;"SARA";"PERRY";"SARA.PERRY@sakilacustomer.org";1;"2006-02-14 22:04:36";"125 Citt del Vaticano Boulevard";"Puebla";"Atlixco";"Mexico";"67912";"48417642933"
684;85;"ANNE";"POWELL";"ANNE.POWELL@sakilacustomer.org";1;"2006-02-14 22:04:36";"1557 Ktahya Boulevard";"England";"Bradford";"United Kingdom";"88002";"720998247660"
685;86;"JACQUELINE";"LONG";"JACQUELINE.LONG@sakilacustomer.org";1;"2006-02-14 22:04:36";"870 Ashqelon Loop";"Songkhla";"Songkhla";"Thailand";"84931";"135117278909"
686;87;"WANDA";"PATTERSON";"WANDA.PATTERSON@sakilacustomer.org";1;"2006-02-14 22:04:36";"1740 Portoviejo Avenue";"Sucre";"Sincelejo";"Colombia";"29932";"198123170793"
687;88;"BONNIE";"HUGHES";"BONNIE.HUGHES@sakilacustomer.org";1;"2006-02-14 22:04:36";"1942 Ciparay Parkway";"Cheju";"Cheju";"South Korea";"82624";"978987363654"
688;89;"JULIA";"FLORES";"JULIA.FLORES@sakilacustomer.org";1;"2006-02-14 22:04:36";"1926 El Alto Avenue";"Buenos Aires";"La Plata";"Argentina";"75543";"846225459260"
689;90;"RUBY";"WASHINGTON";"RUBY.WASHINGTON@sakilacustomer.org";1;"2006-02-14 22:04:36";"1952 Chatsworth Drive";"Guangdong";"Meixian";"China";"25958";"991562402283"
690;91;"LOIS";"BUTLER";"LOIS.BUTLER@sakilacustomer.org";1;"2006-02-14 22:04:36";"1370 Le Mans Avenue";"Brunei and Muara";"Bandar Seri Begawan";"Brunei";"52163";"345679835036"
691;92;"TINA";"SIMMONS";"TINA.SIMMONS@sakilacustomer.org";1;"2006-02-14 22:04:36";"984 Effon-Alaiye Avenue";"Gois";"Goinia";"Brazil";"17119";"132986892228"
692;93;"PHYLLIS";"FOSTER";"PHYLLIS.FOSTER@sakilacustomer.org";1;"2006-02-14 22:04:36";"832 Nakhon Sawan Manor";"Inner Mongolia";"Zalantun";"China";"49021";"275595571388"
693;94;"NORMA";"GONZALES";"NORMA.GONZALES@sakilacustomer.org";1;"2006-02-14 22:04:36";"152 Kitwe Parkway";"Caraga";"Bislig";"Philippines";"53182";"835433605312"
694;95;"PAULA";"BRYANT";"PAULA.BRYANT@sakilacustomer.org";1;"2006-02-14 22:04:36";"1697 Tanauan Lane";"Punjab";"Pathankot";"India";"22870";"4764773857"
695;96;"DIANA";"ALEXANDER";"DIANA.ALEXANDER@sakilacustomer.org";1;"2006-02-14 22:04:36";"1308 Arecibo Way";"Georgia";"Augusta-Richmond County";"United States";"30695";"6171054059"
696;97;"ANNIE";"RUSSELL";"ANNIE.RUSSELL@sakilacustomer.org";1;"2006-02-14 22:04:36";"1599 Plock Drive";"Tete";"Tete";"Mozambique";"71986";"817248913162"
697;98;"LILLIAN";"GRIFFIN";"LILLIAN.GRIFFIN@sakilacustomer.org";1;"2006-02-14 22:04:36";"669 Firozabad Loop";"Abu Dhabi";"al-Ayn";"United Arab Emirates";"92265";"412903167998"
698;99;"EMILY";"DIAZ";"EMILY.DIAZ@sakilacustomer.org";1;"2006-02-14 22:04:36";"588 Vila Velha Manor";"Kyongsangbuk";"Kimchon";"South Korea";"51540";"333339908719"
699;100;"ROBIN";"HAYES";"ROBIN.HAYES@sakilacustomer.org";1;"2006-02-14 22:04:36";"1913 Kamakura Place";"Lipetsk";"Jelets";"Russian Federation";"97287";"942570536750"
700;101;"PEGGY";"MYERS";"PEGGY.MYERS@sakilacustomer.org";1;"2006-02-14 22:04:36";"733 Mandaluyong Place";"Asir";"Abha";"Saudi Arabia";"77459";"196568435814"
701;102;"CRYSTAL";"FORD";"CRYSTAL.FORD@sakilacustomer.org";1;"2006-02-14 22:04:36";"659 Vaduz Drive";"Ha Darom";"Ashdod";"Israel";"49708";"709935135487"
702;103;"GLADYS";"HAMILTON";"GLADYS.HAMILTON@sakilacustomer.org";1;"2006-02-14 22:04:36";"1177 Jelets Way";"Kwara & Kogi";"Ilorin";"Nigeria";"3305";"484292626944"
703;104;"RITA";"GRAHAM";"RITA.GRAHAM@sakilacustomer.org";1;"2006-02-14 22:04:36";"1386 Yangor Avenue";"Provence-Alpes-Cte";"Toulon";"France";"80720";"449216226468"
704;105;"DAWN";"SULLIVAN";"DAWN.SULLIVAN@sakilacustomer.org";1;"2006-02-14 22:04:36";"454 Nakhon Sawan Boulevard";"Funafuti";"Funafuti";"Tuvalu";"76383";"963887147572"
705;106;"CONNIE";"WALLACE";"CONNIE.WALLACE@sakilacustomer.org";1;"2006-02-14 22:04:36";"1867 San Juan Bautista Tuxtepec Avenue";"Ivanovo";"Ivanovo";"Russian Federation";"78311";"547003310357"
706;107;"FLORENCE";"WOODS";"FLORENCE.WOODS@sakilacustomer.org";1;"2006-02-14 22:04:36";"1532 Dzerzinsk Way";"Buenos Aires";"Merlo";"Argentina";"9599";"330838016880"
707;108;"TRACY";"COLE";"TRACY.COLE@sakilacustomer.org";1;"2006-02-14 22:04:36";"1002 Ahmadnagar Manor";"Mxico";"Huixquilucan";"Mexico";"93026";"371490777743"
708;109;"EDNA";"WEST";"EDNA.WEST@sakilacustomer.org";1;"2006-02-14 22:04:36";"682 Junan Way";"North West";"Klerksdorp";"South Africa";"30418";"622255216127"
709;110;"TIFFANY";"JORDAN";"TIFFANY.JORDAN@sakilacustomer.org";1;"2006-02-14 22:04:36";"804 Elista Drive";"Hubei";"Enshi";"China";"61069";"379804592943"
710;111;"CARMEN";"OWENS";"CARMEN.OWENS@sakilacustomer.org";1;"2006-02-14 22:04:36";"1378 Alvorada Avenue";"Distrito Federal";"Caracas";"Venezuela";"75834";"272234298332"
711;112;"ROSA";"REYNOLDS";"ROSA.REYNOLDS@sakilacustomer.org";1;"2006-02-14 22:04:36";"793 Cam Ranh Avenue";"California";"Lancaster";"United States";"87057";"824370924746"
712;113;"CINDY";"FISHER";"CINDY.FISHER@sakilacustomer.org";1;"2006-02-14 22:04:36";"1079 Tel Aviv-Jaffa Boulevard";"Sucre";"Cuman";"Venezuela";"10885";"358178933857"
713;114;"GRACE";"ELLIS";"GRACE.ELLIS@sakilacustomer.org";1;"2006-02-14 22:04:36";"442 Rae Bareli Place";"Nordrhein-Westfalen";"Duisburg";"Germany";"24321";"886636413768"
714;115;"WENDY";"HARRISON";"WENDY.HARRISON@sakilacustomer.org";1;"2006-02-14 22:04:36";"1107 Nakhon Sawan Avenue";"Mxico";"Nezahualcyotl";"Mexico";"75149";"867546627903"
715;116;"VICTORIA";"GIBSON";"VICTORIA.GIBSON@sakilacustomer.org";1;"2006-02-14 22:04:36";"544 Malm Parkway";"Central Java";"Pemalang";"Indonesia";"63502";"386759646229"
716;117;"EDITH";"MCDONALD";"EDITH.MCDONALD@sakilacustomer.org";1;"2006-02-14 22:04:36";"1967 Sincelejo Place";"Gujarat";"Gandhinagar";"India";"73644";"577812616052"
717;118;"KIM";"CRUZ";"KIM.CRUZ@sakilacustomer.org";1;"2006-02-14 22:04:36";"333 Goinia Way";"Texas";"Grand Prairie";"United States";"78625";"909029256431"
718;119;"SHERRY";"MARSHALL";"SHERRY.MARSHALL@sakilacustomer.org";1;"2006-02-14 22:04:36";"1987 Coacalco de Berriozbal Loop";"al-Qalyubiya";"Shubra al-Khayma";"Egypt";"96065";"787654415858"
719;120;"SYLVIA";"ORTIZ";"SYLVIA.ORTIZ@sakilacustomer.org";1;"2006-02-14 22:04:36";"241 Mosul Lane";"Risaralda";"Dos Quebradas";"Colombia";"76157";"765345144779"
720;121;"JOSEPHINE";"GOMEZ";"JOSEPHINE.GOMEZ@sakilacustomer.org";1;"2006-02-14 22:04:36";"211 Chiayi Drive";"Uttar Pradesh";"Etawah";"India";"58186";"665993880048"
721;122;"THELMA";"MURRAY";"THELMA.MURRAY@sakilacustomer.org";1;"2006-02-14 22:04:36";"1175 Tanauan Way";"Lima";"Lima";"Peru";"64615";"937222955822"
722;123;"SHANNON";"FREEMAN";"SHANNON.FREEMAN@sakilacustomer.org";1;"2006-02-14 22:04:36";"117 Boa Vista Way";"Uttar Pradesh";"Varanasi (Benares)";"India";"6804";"677976133614"
723;124;"SHEILA";"WELLS";"SHEILA.WELLS@sakilacustomer.org";0;"2006-02-14 22:04:36";"848 Tafuna Manor";"Ktahya";"Ktahya";"Turkey";"45142";"614935229095"
724;125;"ETHEL";"WEBB";"ETHEL.WEBB@sakilacustomer.org";1;"2006-02-14 22:04:36";"569 Baicheng Lane";"Gauteng";"Boksburg";"South Africa";"60304";"490211944645"
725;126;"ELLEN";"SIMPSON";"ELLEN.SIMPSON@sakilacustomer.org";1;"2006-02-14 22:04:36";"1666 Qomsheh Drive";"So Paulo";"Po";"Brazil";"66255";"582835362905"
726;127;"ELAINE";"STEVENS";"ELAINE.STEVENS@sakilacustomer.org";1;"2006-02-14 22:04:36";"801 Hagonoy Drive";"Smolensk";"Smolensk";"Russian Federation";"8439";"237426099212"
727;128;"MARJORIE";"TUCKER";"MARJORIE.TUCKER@sakilacustomer.org";1;"2006-02-14 22:04:36";"1050 Garden Grove Avenue";"Slaskie";"Jastrzebie-Zdrj";"Poland";"4999";"973047364353"
728;129;"CARRIE";"PORTER";"CARRIE.PORTER@sakilacustomer.org";1;"2006-02-14 22:04:36";"1854 Tieli Street";"Shandong";"Liaocheng";"China";"15819";"509492324775"
729;130;"CHARLOTTE";"HUNTER";"CHARLOTTE.HUNTER@sakilacustomer.org";1;"2006-02-14 22:04:36";"758 Junan Lane";"Gois";"guas Lindas de Gois";"Brazil";"82639";"935448624185"
730;131;"MONICA";"HICKS";"MONICA.HICKS@sakilacustomer.org";1;"2006-02-14 22:04:36";"1752 So Leopoldo Parkway";"Taka-Karpatia";"Mukateve";"Ukraine";"14014";"252265130067"
731;132;"ESTHER";"CRAWFORD";"ESTHER.CRAWFORD@sakilacustomer.org";1;"2006-02-14 22:04:36";"898 Belm Manor";"Free State";"Botshabelo";"South Africa";"49757";"707169393853"
732;133;"PAULINE";"HENRY";"PAULINE.HENRY@sakilacustomer.org";1;"2006-02-14 22:04:36";"261 Saint Louis Way";"Coahuila de Zaragoza";"Torren";"Mexico";"83401";"321944036800"
733;134;"EMMA";"BOYD";"EMMA.BOYD@sakilacustomer.org";1;"2006-02-14 22:04:36";"765 Southampton Drive";"al-Qalyubiya";"Qalyub";"Egypt";"4285";"23712411567"
734;135;"JUANITA";"MASON";"JUANITA.MASON@sakilacustomer.org";1;"2006-02-14 22:04:36";"943 Johannesburg Avenue";"Maharashtra";"Pune";"India";"5892";"90921003005"
735;136;"ANITA";"MORALES";"ANITA.MORALES@sakilacustomer.org";1;"2006-02-14 22:04:36";"788 Atinsk Street";"Karnataka";"Hubli-Dharwad";"India";"81691";"146497509724"
736;137;"RHONDA";"KENNEDY";"RHONDA.KENNEDY@sakilacustomer.org";1;"2006-02-14 22:04:36";"1749 Daxian Place";"Gelderland";"Apeldoorn";"Netherlands";"11044";"963369996279"
